id,pixel_00,pixel_01,pixel_02,pixel_03,pixel_04,pixel_05,pixel_06,pixel_07,pixel_08,pixel_09,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63
img_0375,0,0,0,12,13,0,0,0,0,0,5,16,10,0,0,0,0,6,16,13,11,12,2,0,0,12,16,10,15,16,9,0,0,4,14,16,16,12,4,0,0,0,0,14,13,0,0,0,0,0,0,14,12,0,0,0,0,0,0,11,13,0,0,0
img_0376,0,0,0,11,16,6,0,0,0,0,9,16,11,2,0,0,0,3,16,11,0,0,0,0,0,6,16,12,4,0,0,0,0,7,16,13,15,11,0,0,0,1,15,8,3,16,5,0,0,0,9,14,5,16,10,0,0,0,0,9,16,16,10,0
img_0377,0,0,0,13,12,0,0,0,0,0,6,16,4,0,0,0,0,2,16,10,0,0,0,0,0,5,16,10,0,0,0,0,0,8,15,15,6,0,0,0,0,3,16,14,13,10,2,0,0,0,12,16,13,16,12,0,0,0,1,10,16,14,4,0
img_0378,0,0,6,12,13,2,0,0,0,3,16,6,1,15,0,0,0,5,16,13,12,16,2,0,0,2,13,16,12,15,4,0,0,0,0,0,0,8,8,0,0,0,1,0,0,8,8,0,0,3,16,2,0,10,7,0,0,0,5,11,16,13,1,0
img_0379,0,0,0,3,15,5,0,0,0,0,1,15,11,0,0,0,0,0,10,15,2,3,0,0,0,5,16,4,6,16,1,0,0,10,15,4,9,16,2,0,0,12,16,16,16,13,2,0,0,1,4,7,16,4,0,0,0,0,0,4,15,0,0,0
img_0380,0,0,0,6,14,1,0,0,0,0,1,16,10,0,0,0,0,0,13,14,1,0,0,0,0,2,16,12,10,3,0,0,0,5,16,15,14,16,1,0,0,3,16,12,0,15,8,0,0,0,11,16,9,16,8,0,0,0,0,11,15,11,1,0
img_0381,0,0,11,7,0,0,0,0,0,5,16,3,2,14,3,0,0,9,15,0,12,15,0,0,0,6,16,15,16,5,0,0,0,0,6,15,11,0,0,0,0,0,1,16,4,0,0,0,0,0,9,12,0,0,0,0,0,0,13,10,0,0,0,0
img_0382,0,2,16,10,0,0,0,0,0,7,16,16,3,0,0,0,0,3,10,12,8,0,0,0,0,0,0,7,10,0,0,0,0,0,0,10,12,0,0,0,0,0,8,15,15,12,5,0,0,2,16,16,16,16,15,2,0,2,15,14,12,12,7,0
img_0383,0,0,2,14,16,8,0,0,0,0,4,12,16,11,0,0,0,0,0,0,16,12,0,0,0,0,0,3,16,9,0,0,0,2,5,10,16,12,2,0,0,16,16,16,16,14,3,0,0,4,4,14,12,0,0,0,0,0,2,16,7,0,0,0
img_0384,0,0,0,14,7,0,0,0,0,0,0,15,15,1,0,0,0,0,2,16,15,1,0,0,0,0,6,16,15,0,0,0,0,0,9,16,13,0,0,0,0,0,8,16,15,1,0,0,0,0,4,16,16,6,0,0,0,0,0,13,12,0,0,0
img_0385,0,0,11,13,12,12,3,0,0,5,14,4,4,7,2,0,0,7,10,1,4,1,0,0,0,8,15,14,12,15,2,0,0,2,7,0,0,12,4,0,0,0,0,0,1,16,3,0,0,1,8,3,10,12,0,0,0,1,12,16,12,2,0,0
img_0386,0,0,9,16,16,8,0,0,0,5,16,15,14,16,0,0,0,4,9,3,13,12,0,0,0,0,0,8,15,1,0,0,0,0,2,16,7,0,0,0,0,0,11,14,1,4,3,0,0,0,16,14,15,16,4,0,0,0,9,16,15,5,0,0
img_0387,0,0,4,12,13,5,0,0,0,0,14,16,16,16,4,0,0,6,13,2,1,11,8,0,0,6,11,0,0,8,8,0,0,4,16,0,0,10,8,0,0,4,16,4,8,16,3,0,0,0,16,16,16,12,0,0,0,0,4,15,14,3,0,0
img_0388,0,0,2,14,13,2,0,0,0,0,11,16,15,13,0,0,0,0,13,13,1,16,3,0,0,0,12,13,0,15,6,0,0,1,16,7,1,16,4,0,0,1,16,5,8,16,1,0,0,0,15,13,15,13,0,0,0,0,3,15,15,2,0,0
img_0389,0,0,3,13,15,5,0,0,0,1,15,13,10,15,0,0,0,2,16,3,2,9,0,0,0,0,12,13,14,7,0,0,0,0,10,16,9,0,0,0,0,1,16,4,9,11,1,0,0,0,15,3,0,8,8,0,0,0,3,12,15,12,7,0
img_0390,0,0,5,14,0,0,0,0,0,0,12,9,0,0,0,0,0,0,15,3,0,0,0,0,0,1,16,0,0,0,0,0,0,1,16,2,7,4,0,0,0,3,16,16,16,16,9,0,0,0,15,15,4,10,16,0,0,0,4,14,16,12,7,0
img_0391,0,2,15,13,2,0,0,0,0,7,16,13,15,0,0,0,0,11,11,5,16,4,0,0,0,1,1,7,16,1,0,0,0,0,0,12,11,0,0,0,0,0,4,16,8,8,2,0,0,0,12,16,16,16,11,0,0,2,15,13,6,4,1,0
img_0392,0,4,16,15,2,0,0,0,0,11,15,15,7,0,0,0,0,9,10,6,14,0,0,0,0,0,0,7,15,0,0,0,0,0,0,13,10,0,0,0,0,0,1,16,7,2,2,0,0,1,12,16,15,16,15,0,0,4,16,16,16,12,11,0
img_0393,0,0,0,5,12,0,2,1,0,0,1,14,4,1,14,8,0,0,10,8,0,9,15,1,0,1,15,1,2,15,8,0,0,5,16,6,11,16,2,0,0,5,16,16,16,10,0,0,0,0,1,0,15,2,0,0,0,0,0,5,11,0,0,0
img_0394,0,0,4,10,11,4,0,0,0,1,11,16,16,14,0,0,0,4,16,16,16,12,0,0,0,4,16,16,16,7,0,0,0,4,16,16,16,8,0,0,0,4,16,16,16,7,0,0,0,3,15,16,16,12,0,0,0,0,5,12,12,12,1,0
img_0395,0,3,15,16,8,0,0,0,0,9,16,11,15,2,0,0,0,11,10,4,16,2,0,0,0,2,4,6,16,1,0,0,0,0,0,10,13,0,0,0,0,0,2,14,13,0,0,0,0,3,16,16,16,16,13,1,0,3,16,12,8,12,11,1
img_0396,0,0,10,16,16,4,0,0,0,9,16,11,14,8,0,0,0,13,8,0,14,6,0,0,0,0,0,1,16,4,0,0,0,0,0,8,13,0,0,0,0,0,1,14,7,0,0,0,0,0,12,16,9,12,6,0,0,1,14,16,16,16,14,0
img_0397,0,0,9,16,14,0,0,0,0,0,16,8,13,7,0,0,0,0,12,0,8,8,0,0,0,0,0,0,12,8,0,0,0,0,0,0,16,5,0,0,0,0,0,9,13,0,0,0,0,0,10,16,15,10,9,1,0,0,12,14,13,16,16,5
img_0398,0,0,8,15,14,7,0,0,0,0,12,16,14,16,0,0,0,0,3,15,14,14,1,0,0,0,0,11,16,1,0,0,0,0,5,14,14,4,0,0,0,0,12,6,8,8,0,0,0,1,16,2,9,7,0,0,0,0,9,16,11,1,0,0
img_0399,0,4,15,16,16,16,4,0,0,4,16,15,9,7,1,0,0,0,15,14,1,0,0,0,0,0,5,16,9,0,0,0,0,0,0,14,16,0,0,0,0,0,0,9,16,5,0,0,0,3,10,13,16,4,0,0,0,5,16,16,12,0,0,0
img_0400,0,0,0,5,14,0,0,0,0,0,1,15,5,0,0,0,0,0,11,9,0,0,3,0,0,4,14,1,0,8,15,0,0,10,14,12,13,16,6,0,0,5,12,9,11,15,0,0,0,0,0,0,11,9,0,0,0,0,0,4,14,1,0,0
img_0401,0,0,5,14,11,3,0,0,0,1,15,8,13,10,0,0,0,1,15,9,9,15,2,0,0,0,10,16,16,16,3,0,0,0,0,0,1,16,4,0,0,0,0,0,0,15,4,0,0,0,7,5,9,16,0,0,0,0,6,12,13,9,0,0
img_0402,0,0,4,13,16,14,2,0,0,2,15,5,4,14,4,0,0,8,15,6,1,15,1,0,0,4,16,16,13,10,0,0,0,0,1,9,16,10,0,0,0,0,4,14,3,14,6,0,0,0,9,10,3,13,8,0,0,0,3,15,16,11,1,0
img_0403,0,0,0,6,12,0,0,0,0,0,0,13,13,0,0,0,0,0,7,16,2,0,0,0,0,0,10,12,0,2,0,0,0,0,13,14,16,14,0,0,0,0,11,16,14,13,6,0,0,0,5,13,9,16,5,0,0,0,0,6,15,12,1,0
img_0404,0,0,0,2,14,0,0,0,0,0,0,12,9,0,0,0,0,0,8,12,0,0,13,5,0,0,13,8,0,9,14,0,0,4,16,16,12,16,4,0,0,4,12,12,15,12,0,0,0,0,0,1,15,4,0,0,0,0,0,4,10,0,0,0
img_0405,0,0,0,4,15,6,0,0,0,0,0,13,13,1,0,0,0,0,7,16,2,0,0,0,0,4,15,8,0,5,0,0,0,11,14,1,6,16,5,0,1,16,14,12,16,16,3,0,0,10,12,10,16,10,0,0,0,0,0,6,16,2,0,0
img_0406,0,0,0,4,14,14,4,0,0,0,1,15,16,16,2,0,0,2,13,16,16,16,0,0,0,8,16,16,16,16,0,0,0,2,7,8,16,16,1,0,0,0,0,4,16,16,0,0,0,0,0,4,16,16,2,0,0,0,0,4,16,15,4,0
img_0407,0,0,1,14,15,4,0,0,0,0,9,16,10,5,0,0,0,1,16,10,0,0,0,0,0,3,16,12,5,0,0,0,0,4,16,16,16,8,0,0,0,1,15,7,4,16,4,0,0,0,11,13,4,16,9,0,0,0,1,12,16,16,9,0
img_0408,0,1,14,16,16,11,2,0,0,0,14,9,2,10,11,0,0,0,5,16,5,14,5,0,0,0,0,12,16,16,5,0,0,0,7,14,14,8,0,0,0,1,14,3,6,11,0,0,0,4,8,0,8,11,0,0,0,2,13,12,15,2,0,0
img_0409,0,0,9,16,16,16,7,0,0,3,16,11,4,4,1,0,0,6,16,1,0,0,0,0,0,9,16,9,4,0,0,0,0,0,6,10,16,8,0,0,0,0,2,0,8,14,0,0,0,0,13,7,8,14,0,0,0,0,10,16,16,4,0,0
img_0410,0,0,7,14,16,11,0,0,0,2,16,11,11,16,2,0,0,0,3,3,15,9,0,0,0,0,0,10,16,8,0,0,0,0,0,3,14,15,2,0,0,0,0,0,1,16,6,0,0,0,3,12,13,15,2,0,0,0,6,16,12,5,0,0
img_0411,0,4,15,16,15,4,0,0,0,11,16,14,15,16,0,0,0,3,3,0,16,14,2,0,0,0,9,16,16,16,8,0,0,0,15,16,11,1,0,0,0,0,11,13,1,0,0,0,0,4,16,5,0,0,0,0,0,4,15,0,0,0,0,0
img_0412,0,3,10,16,16,16,2,0,0,14,16,14,9,3,0,0,0,16,12,0,0,0,0,0,0,12,14,0,0,0,0,0,0,6,16,3,0,0,0,0,0,0,9,16,3,0,0,0,0,0,4,14,13,0,0,0,0,2,15,16,8,0,0,0
img_0413,0,0,0,11,5,3,11,0,0,0,7,14,2,12,9,0,0,2,15,6,3,16,5,0,0,7,16,8,13,16,13,0,0,7,16,16,16,7,1,0,0,0,4,10,13,0,0,0,0,0,0,12,6,0,0,0,0,0,0,12,0,0,0,0
img_0414,0,0,3,13,16,13,1,0,0,3,15,13,10,16,2,0,0,4,10,0,4,16,1,0,0,0,0,3,11,14,2,0,0,0,9,16,16,16,8,0,0,0,9,12,16,0,0,0,0,0,1,12,11,0,0,0,0,0,3,16,8,0,0,0
img_0415,0,0,7,14,5,0,0,0,0,5,16,16,11,0,0,0,0,2,14,2,14,0,0,0,0,0,0,5,16,0,0,0,0,0,0,8,16,0,0,0,0,0,0,11,12,0,0,0,0,0,11,16,14,8,10,0,0,0,7,12,12,12,15,2
img_0416,0,0,10,13,0,0,0,0,0,0,14,15,11,0,0,0,0,0,12,9,16,8,2,0,0,0,5,14,16,11,1,0,0,0,3,16,10,0,0,0,0,0,12,11,16,0,0,0,0,1,16,7,16,5,0,0,0,0,11,16,13,1,0,0
img_0417,0,1,12,16,16,16,12,0,0,9,16,13,6,8,5,0,0,8,16,15,3,0,0,0,0,0,4,14,11,0,0,0,0,0,0,12,12,0,0,0,0,0,0,12,13,0,0,0,0,0,3,15,11,0,0,0,0,0,12,13,2,0,0,0
img_0418,0,0,0,9,16,9,0,0,0,0,3,15,5,16,0,0,0,0,7,12,7,12,0,0,0,0,1,16,16,5,0,0,0,0,2,16,14,1,0,0,0,3,16,8,9,11,0,0,0,0,12,13,4,12,8,0,0,0,0,8,14,16,14,0
img_0419,0,0,11,10,8,12,1,0,0,0,16,13,12,10,0,0,0,5,14,2,0,0,0,0,0,7,16,16,13,8,0,0,0,0,4,4,8,16,7,0,0,0,0,0,0,9,8,0,0,0,9,4,7,16,5,0,0,0,14,16,14,7,0,0
img_0420,0,0,0,9,14,4,0,0,0,0,6,16,12,4,0,0,0,1,16,11,0,0,0,0,0,2,16,7,3,0,0,0,0,4,16,14,16,10,0,0,0,3,16,15,10,16,6,0,0,0,12,16,7,13,9,0,0,0,1,11,16,16,9,0
img_0421,0,0,2,14,13,3,0,0,0,0,13,13,9,11,0,0,0,0,16,7,0,12,0,0,0,3,16,5,0,10,5,0,0,5,16,1,0,8,5,0,0,3,16,1,0,10,5,0,0,0,16,8,5,14,3,0,0,0,4,16,16,9,1,0
img_0422,0,0,9,16,7,0,0,0,0,0,14,13,16,2,0,0,0,0,7,9,15,8,0,0,0,0,0,1,13,9,0,0,0,0,0,0,14,7,0,0,0,0,0,4,16,5,0,0,0,0,7,16,16,8,6,0,0,0,9,15,12,16,16,9
img_0423,0,0,0,7,13,10,0,0,0,0,10,13,5,13,0,0,0,7,12,0,8,8,0,0,0,6,6,3,15,1,0,0,0,0,0,2,13,9,0,0,0,0,0,0,0,11,7,0,0,0,5,9,1,2,12,0,0,0,0,9,15,16,9,0
img_0424,0,0,14,12,12,13,3,0,0,0,16,8,8,6,1,0,0,0,14,7,5,0,0,0,0,0,15,15,16,2,0,0,0,0,13,3,6,8,0,0,0,0,0,0,3,13,0,0,0,0,5,4,8,12,1,0,0,1,15,15,11,3,0,0
img_0425,0,0,0,3,15,16,1,0,0,0,7,15,16,14,0,0,0,4,16,16,15,13,0,0,0,0,8,2,15,13,0,0,0,0,0,0,16,15,0,0,0,0,0,0,16,12,0,0,0,0,0,1,16,16,2,0,0,0,0,3,15,13,1,0
img_0426,0,4,14,16,16,15,2,0,0,12,11,2,4,16,5,0,0,2,0,1,11,12,0,0,0,0,0,15,16,3,0,0,0,0,0,4,15,10,0,0,0,0,0,0,1,14,10,0,0,1,7,0,3,14,8,0,0,4,15,16,16,11,0,0
img_0427,0,0,2,13,13,1,0,0,0,0,9,13,5,0,0,0,0,0,13,5,0,0,0,0,0,0,15,2,0,0,0,0,0,0,15,10,9,9,2,0,0,0,16,11,8,11,12,0,0,1,14,11,1,4,13,0,0,0,3,11,16,15,4,0
img_0428,0,0,7,16,14,13,10,0,0,0,10,12,10,16,4,0,0,0,15,5,8,13,0,0,0,1,7,1,16,3,0,0,0,2,11,13,16,12,6,0,0,4,12,15,14,11,2,0,0,0,3,16,3,0,0,0,0,0,9,13,0,0,0,0
img_0429,0,0,9,16,16,15,4,0,0,8,16,9,7,14,11,0,0,5,5,1,13,15,1,0,0,0,0,10,16,7,0,0,0,0,0,1,11,16,4,0,0,0,0,0,0,14,8,0,0,0,3,4,6,16,4,0,0,0,14,16,16,8,0,0
img_0430,0,0,11,16,7,0,0,0,0,1,16,11,15,0,0,0,0,2,16,5,16,4,0,0,0,0,2,2,16,3,0,0,0,0,0,5,16,0,0,0,0,0,0,9,14,0,0,0,0,0,9,16,14,7,6,0,0,0,13,14,14,16,16,6
img_0431,0,0,2,13,6,0,0,0,0,0,4,16,15,5,0,0,0,0,1,15,12,15,0,0,0,0,0,10,16,16,1,0,0,0,0,0,2,16,2,0,0,0,0,0,0,15,5,0,0,0,4,4,6,16,3,0,0,0,2,14,16,10,0,0
img_0432,0,0,9,15,15,2,0,0,0,3,11,4,15,6,0,0,0,0,0,0,16,2,0,0,0,2,12,13,16,16,11,0,0,2,12,15,11,6,1,0,0,0,3,16,0,0,0,0,0,0,5,14,0,0,0,0,0,0,11,7,0,0,0,0
img_0433,0,0,11,16,9,8,0,0,0,0,14,13,6,15,2,0,0,0,9,6,6,10,0,0,0,0,1,14,13,0,0,0,0,0,1,13,8,0,0,0,0,0,5,7,12,0,0,0,0,0,13,0,10,0,0,0,0,0,13,14,8,0,0,0
img_0434,0,0,11,16,16,7,0,0,0,2,16,10,11,15,0,0,0,0,15,4,4,16,3,0,0,0,3,3,5,16,1,0,0,0,0,0,9,13,0,0,0,0,0,1,16,7,0,0,0,0,2,12,15,6,4,1,0,0,10,16,16,16,16,10
img_0435,0,0,0,3,12,16,15,1,0,0,3,16,9,10,16,0,0,0,14,13,7,15,10,0,0,2,16,16,16,16,2,0,0,2,12,9,13,8,0,0,0,0,0,0,15,5,0,0,0,0,0,3,16,1,0,0,0,0,0,3,14,1,0,0
img_0436,0,0,6,14,7,6,0,0,0,1,14,6,13,16,1,0,0,5,12,0,9,16,3,0,0,1,15,14,13,11,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,8,0,0,1,14,2,1,12,1,0,0,0,4,13,15,5,0,0
img_0437,0,0,7,16,16,16,8,0,0,0,10,12,10,16,2,0,0,0,13,6,7,13,0,0,0,0,10,1,13,5,0,0,0,0,9,10,16,8,3,0,0,1,12,15,16,16,5,0,0,0,1,16,2,3,0,0,0,0,9,14,0,0,0,0
img_0438,0,0,0,4,15,12,0,0,0,0,5,15,16,11,0,0,0,8,16,16,16,4,0,0,0,14,11,11,16,2,0,0,0,0,0,7,16,0,0,0,0,0,0,9,16,2,0,0,0,0,0,9,16,3,0,0,0,0,0,5,16,5,0,0
img_0439,0,0,0,4,15,12,0,0,0,0,3,16,15,14,0,0,0,0,8,13,8,16,0,0,0,0,1,6,15,11,0,0,0,1,8,13,15,1,0,0,0,9,16,16,5,0,0,0,0,3,13,16,16,11,5,0,0,0,0,3,11,16,9,0
img_0440,0,0,5,12,16,10,0,0,0,6,16,13,3,15,1,0,0,11,8,5,5,10,0,0,0,4,11,2,12,2,0,0,0,0,6,16,6,0,0,0,0,0,2,15,8,0,0,0,0,0,8,13,8,0,0,0,0,0,5,15,4,0,0,0
img_0441,0,0,6,14,1,0,0,0,0,0,12,10,0,0,0,0,0,3,16,1,0,0,0,0,0,5,14,0,4,2,0,0,0,7,16,16,16,16,5,0,0,4,16,6,0,9,11,0,0,0,14,8,5,13,9,0,0,0,5,13,16,12,1,0
img_0442,0,0,1,14,11,0,0,0,0,0,9,15,2,0,4,0,0,2,16,6,0,7,16,2,0,8,16,6,6,16,12,0,0,5,16,16,16,15,3,0,0,0,1,4,16,8,0,0,0,0,0,9,16,1,0,0,0,0,0,15,16,0,0,0
img_0443,0,0,11,16,16,14,0,0,0,1,16,15,13,15,1,0,0,0,14,15,16,6,0,0,0,0,8,16,7,0,0,0,0,0,8,16,7,0,0,0,0,0,13,14,13,0,0,0,0,0,16,11,15,0,0,0,0,0,12,16,10,0,0,0
img_0444,0,0,0,10,6,0,0,0,0,0,4,16,2,3,0,0,0,0,13,8,7,14,0,0,0,7,15,0,13,14,5,0,0,14,15,14,16,16,9,0,0,13,16,15,16,6,0,0,0,0,1,9,14,0,0,0,0,0,0,14,10,0,0,0
img_0445,0,0,5,15,12,8,0,0,0,0,13,16,10,13,3,0,0,5,16,9,0,8,4,0,0,4,13,1,0,4,8,0,0,4,8,0,0,8,4,0,0,1,14,0,0,11,3,0,0,0,12,9,9,15,0,0,0,0,4,14,15,4,0,0
img_0446,0,0,3,14,16,14,0,0,0,3,12,16,8,1,0,0,0,15,16,12,0,0,0,0,0,10,16,16,8,0,0,0,0,0,7,11,15,1,0,0,0,0,0,7,16,1,0,0,0,0,8,15,16,2,0,0,0,0,4,16,9,0,0,0
img_0447,0,0,0,13,8,0,0,0,0,0,2,15,1,0,0,0,0,0,11,10,0,8,2,0,0,4,16,5,11,16,8,0,0,7,16,16,16,16,3,0,0,2,13,9,16,12,0,0,0,0,0,7,16,6,0,0,0,0,0,13,15,1,0,0
img_0448,0,0,0,7,16,2,0,0,0,0,0,15,11,0,0,0,0,0,11,14,6,5,0,0,0,4,16,7,14,13,2,0,0,10,16,13,16,16,10,0,0,8,15,14,16,10,1,0,0,0,0,9,16,1,0,0,0,0,0,9,15,1,0,0
img_0449,0,0,0,12,4,0,0,0,0,0,6,14,1,0,0,0,0,0,14,2,0,0,0,0,0,2,14,1,4,2,0,0,0,4,16,15,12,15,5,0,0,3,16,6,0,5,11,0,0,0,9,11,4,13,5,0,0,0,1,11,16,9,0,0
img_0450,0,0,2,15,15,3,0,0,0,0,13,15,8,3,0,0,0,5,16,6,0,0,0,0,0,8,15,5,4,2,0,0,0,8,16,16,16,14,2,0,0,4,16,7,1,13,8,0,0,0,11,12,1,11,13,0,0,0,1,12,16,16,10,0
img_0451,0,0,10,16,13,5,0,0,0,7,13,5,14,12,0,0,0,9,10,0,13,14,0,0,0,4,15,13,16,15,3,0,0,0,2,6,3,12,8,0,0,0,0,0,0,12,8,0,0,0,12,6,5,15,4,0,0,0,9,13,16,8,0,0
img_0452,0,0,4,15,16,6,0,0,0,0,13,11,11,15,0,0,0,0,15,13,15,16,7,0,0,0,7,16,16,11,2,0,0,0,5,15,16,2,0,0,0,0,16,9,12,11,0,0,0,2,16,6,8,16,0,0,0,0,7,14,13,8,0,0
img_0453,0,0,0,0,11,15,1,0,0,0,0,6,16,16,2,0,0,3,13,16,16,16,0,0,0,9,16,12,16,14,0,0,0,1,3,0,16,13,0,0,0,0,0,0,14,13,0,0,0,0,0,0,12,16,5,0,0,0,0,0,8,16,7,0
img_0454,0,2,9,11,12,15,6,0,0,6,16,9,8,8,1,0,0,4,13,0,0,0,0,0,0,4,16,12,11,5,0,0,0,1,5,4,8,14,5,0,0,0,0,0,0,8,8,0,0,1,6,4,5,15,3,0,0,3,16,16,16,8,0,0
img_0455,0,0,0,5,14,2,0,0,0,0,1,13,11,0,0,0,0,0,5,16,2,0,0,0,0,0,6,15,5,0,0,0,0,1,15,16,15,11,1,0,0,2,13,14,1,12,9,0,0,0,4,16,7,13,9,0,0,0,0,5,16,15,3,0
img_0456,0,0,2,10,16,10,0,0,0,0,14,9,6,16,16,0,0,0,16,6,5,14,11,0,0,0,5,14,14,16,6,0,0,0,0,0,1,16,3,0,0,0,3,1,4,16,3,0,0,2,15,13,11,13,1,0,0,0,3,12,13,4,0,0
img_0457,0,0,0,3,15,10,1,0,0,0,0,11,10,16,4,0,0,0,0,12,1,15,6,0,0,0,0,3,4,15,4,0,0,0,0,6,15,6,0,0,0,4,15,16,9,0,0,0,0,0,13,16,15,9,3,0,0,0,0,4,9,14,7,0
img_0458,0,0,0,0,5,15,8,0,0,0,0,2,15,16,9,0,0,0,3,15,16,16,10,0,0,7,16,10,8,16,7,0,0,0,1,0,8,16,4,0,0,0,0,0,11,16,1,0,0,0,0,0,9,16,1,0,0,0,0,0,8,14,0,0
img_0459,0,0,0,16,11,1,0,0,0,0,13,16,10,9,0,0,0,2,16,11,1,14,2,0,0,3,16,1,0,8,7,0,0,4,13,0,0,8,9,0,0,3,16,1,0,10,9,0,0,0,10,8,3,16,4,0,0,0,1,11,16,13,1,0
img_0460,0,0,10,12,10,0,0,0,0,3,16,16,16,4,0,0,0,7,15,3,8,13,0,0,0,8,12,0,0,14,1,0,0,8,12,0,0,7,8,0,0,5,13,0,0,4,8,0,0,0,14,8,0,10,8,0,0,0,7,12,13,12,4,0
img_0461,0,2,13,16,16,15,4,0,0,7,12,8,8,16,12,0,0,0,0,0,8,16,7,0,0,0,0,0,14,10,0,0,0,0,0,0,12,15,3,0,0,0,0,0,2,16,11,0,0,0,4,4,7,16,10,0,0,2,15,16,16,12,1,0
img_0462,0,0,9,13,14,15,13,0,0,0,16,13,12,12,5,0,0,4,16,0,0,0,0,0,0,8,16,16,11,1,0,0,0,1,7,8,16,12,0,0,0,0,0,0,9,13,0,0,0,0,12,8,12,10,0,0,0,0,10,16,13,3,0,0
img_0463,0,0,4,16,6,0,0,0,0,0,7,16,5,0,0,0,0,0,12,12,1,0,0,0,0,0,16,8,0,0,0,0,0,4,16,11,2,0,0,0,0,5,16,16,16,13,1,0,0,2,16,14,15,16,5,0,0,0,5,15,14,7,0,0
img_0464,0,0,7,12,13,2,0,0,0,0,14,13,8,13,0,0,0,3,16,1,0,11,2,0,0,4,14,0,0,5,8,0,0,5,8,0,0,5,8,0,0,4,16,0,2,14,7,0,0,2,16,10,14,15,1,0,0,0,6,14,14,4,0,0
img_0465,0,0,1,13,9,0,0,0,0,0,8,16,4,0,0,0,0,0,16,11,0,0,0,0,0,2,16,10,2,0,0,0,0,7,16,16,16,10,1,0,0,4,16,6,2,14,7,0,0,0,11,15,12,15,8,0,0,0,2,14,15,6,0,0
img_0466,0,0,0,1,7,15,11,0,0,0,0,11,8,3,13,0,0,0,10,6,2,12,11,0,0,1,16,12,16,16,7,0,0,2,16,14,7,12,2,0,0,0,0,0,3,11,0,0,0,0,0,0,7,9,0,0,0,0,0,0,9,6,0,0
img_0467,0,0,1,11,16,16,10,0,0,0,13,14,8,12,11,0,0,0,4,0,0,13,4,0,0,0,0,0,3,15,0,0,0,0,2,15,16,16,9,0,0,0,3,13,16,8,1,0,0,0,0,7,10,0,0,0,0,0,0,13,3,0,0,0
img_0468,0,0,0,12,13,5,0,0,0,0,0,11,16,9,0,0,0,0,3,15,16,6,0,0,0,7,15,16,16,2,0,0,0,0,1,16,16,3,0,0,0,0,1,16,16,6,0,0,0,0,1,16,16,6,0,0,0,0,0,11,16,10,0,0
img_0469,0,0,8,16,4,0,0,0,0,6,12,2,14,13,0,0,0,9,6,1,14,14,0,0,0,2,11,12,8,16,2,0,0,0,0,0,0,11,8,0,0,0,0,0,0,7,9,0,0,0,2,0,1,12,6,0,0,0,8,9,13,7,0,0
img_0470,0,0,3,8,9,9,0,0,0,6,16,12,8,5,0,0,0,11,13,0,0,0,0,0,0,9,16,10,5,0,0,0,0,0,3,8,13,10,1,0,0,0,0,0,0,10,7,0,0,0,5,2,4,13,8,0,0,0,7,16,14,8,0,0
img_0471,0,0,3,12,15,14,3,0,0,1,16,5,0,8,12,0,0,6,16,11,2,13,7,0,0,2,9,15,16,4,0,0,0,0,3,14,16,7,0,0,0,0,9,5,6,15,0,0,0,0,11,10,7,16,2,0,0,0,3,12,16,13,0,0
img_0472,0,0,0,11,8,0,0,0,0,0,5,16,7,0,0,0,0,0,10,14,0,0,0,0,0,0,12,9,1,3,0,0,0,0,14,14,15,16,7,0,0,0,10,16,15,12,12,0,0,0,6,16,13,14,12,0,0,0,0,9,15,15,3,0
img_0473,0,0,0,8,16,0,0,0,0,0,3,16,8,0,0,0,0,1,13,12,0,4,13,1,0,6,16,9,7,15,10,0,0,9,16,16,16,15,2,0,0,0,4,1,14,10,0,0,0,0,0,3,16,5,0,0,0,0,0,11,13,0,0,0
img_0474,0,0,7,16,15,4,0,0,0,0,11,16,15,12,0,0,0,0,5,16,16,14,0,0,0,0,0,3,8,15,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,11,0,0,0,1,0,5,15,9,0,0,0,6,15,16,16,2,0
img_0475,0,0,8,14,16,13,1,0,0,10,9,4,6,16,3,0,0,0,0,1,10,13,0,0,0,0,0,7,14,2,0,0,0,0,0,7,13,1,0,0,0,0,0,0,8,13,1,0,0,0,0,0,3,16,4,0,0,0,14,16,13,9,0,0
img_0476,0,0,9,16,15,3,0,0,0,6,16,11,10,12,0,0,0,7,15,1,1,15,5,0,0,3,16,6,9,16,9,0,0,0,5,11,13,14,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,13,11,0,0,0,10,16,16,15,6,0
